round,test_accuracy,train_loss,uplink_bytes,learning_rate,usage_stab,usage_used,usage_topk,usage_interp0,usage_interp1,usage_interp2,usage_interp3,usage_orth0,usage_seed0,usage_seed1,entropy,tau,top1_slot,top1_label,orth_active,mut_active
114,0.1769,1.2721,447344080,0.007959,,,,,,,,,,,,,,,,
115,0.2228,1.2322,447344080,0.007944,,,,,,,,,,,,,,,,
116,0.1693,1.1482,447344080,0.007928,,,,,,,,,,,,,,,,
117,0.1000,1.3831,447344080,0.007912,,,,,,,,,,,,,,,,
118,0.1000,1.3796,447344080,0.007896,,,,,,,,,,,,,,,,
119,0.2061,1.2794,447344080,0.007880,,,,,,,,,,,,,,,,
120,0.2119,0.8875,447344080,0.007864,,,,,,,,,,,,,,,,
121,0.2225,1.4121,447344080,0.007849,,,,,,,,,,,,,,,,
122,0.1551,1.6062,447344080,0.007833,,,,,,,,,,,,,,,,
123,0.1592,1.3530,447344080,0.007817,,,,,,,,,,,,,,,,
124,0.1000,1.3911,447344080,0.007802,,,,,,,,,,,,,,,,
125,0.1000,1.1150,447344080,0.007786,,,,,,,,,,,,,,,,
126,0.1438,1.0868,447344080,0.007770,,,,,,,,,,,,,,,,
127,0.1226,1.4847,447344080,0.007755,,,,,,,,,,,,,,,,
128,0.1223,1.3043,447344080,0.007739,,,,,,,,,,,,,,,,
129,0.1248,1.1136,447344080,0.007724,,,,,,,,,,,,,,,,
130,0.1687,1.4293,447344080,0.007709,,,,,,,,,,,,,,,,
131,0.1047,1.5315,447344080,0.007693,,,,,,,,,,,,,,,,
132,0.1770,1.5852,447344080,0.007678,,,,,,,,,,,,,,,,
133,0.1031,1.1364,447344080,0.007662,,,,,,,,,,,,,,,,
134,0.1000,1.3554,447344080,0.007647,,,,,,,,,,,,,,,,
135,0.1000,1.2150,447344080,0.007632,,,,,,,,,,,,,,,,
136,0.2209,0.9634,447344080,0.007616,,,,,,,,,,,,,,,,
137,0.1000,2.0741,447344080,0.007601,,,,,,,,,,,,,,,,
138,0.1901,1.3941,447344080,0.007586,,,,,,,,,,,,,,,,
139,0.1000,1.1355,447344080,0.007571,,,,,,,,,,,,,,,,
140,0.1000,0.9524,447344080,0.007556,,,,,,,,,,,,,,,,
141,0.2211,0.8499,447344080,0.007541,,,,,,,,,,,,,,,,
142,0.1079,1.2121,447344080,0.007526,,,,,,,,,,,,,,,,
143,0.1000,1.0850,447344080,0.007510,,,,,,,,,,,,,,,,
144,0.1000,1.2676,447344080,0.007495,,,,,,,,,,,,,,,,
145,0.2094,1.0727,447344080,0.007480,,,,,,,,,,,,,,,,
146,0.2132,1.4390,447344080,0.007466,,,,,,,,,,,,,,,,
147,0.1503,1.1971,447344080,0.007451,,,,,,,,,,,,,,,,
148,0.2418,1.1961,447344080,0.007436,,,,,,,,,,,,,,,,
149,0.2463,1.3174,447344080,0.007421,,,,,,,,,,,,,,,,
150,0.2318,0.9949,447344080,0.007406,,,,,,,,,,,,,,,,
151,0.2159,1.2626,447344080,0.007391,,,,,,,,,,,,,,,,
152,0.1000,1.2999,447344080,0.007376,,,,,,,,,,,,,,,,
153,0.2432,1.4077,447344080,0.007362,,,,,,,,,,,,,,,,
154,0.2315,1.0583,447344080,0.007347,,,,,,,,,,,,,,,,
155,0.1000,1.0299,447344080,0.007332,,,,,,,,,,,,,,,,
156,0.2419,0.9894,447344080,0.007318,,,,,,,,,,,,,,,,
157,0.2396,1.1562,447344080,0.007303,,,,,,,,,,,,,,,,
158,0.1000,0.8656,447344080,0.007288,,,,,,,,,,,,,,,,
159,0.2678,1.1749,447344080,0.007274,,,,,,,,,,,,,,,,
160,0.2040,0.9042,447344080,0.007259,,,,,,,,,,,,,,,,
161,0.1574,1.1034,447344080,0.007245,,,,,,,,,,,,,,,,
162,0.2655,1.1971,447344080,0.007230,,,,,,,,,,,,,,,,
163,0.2618,1.3138,447344080,0.007216,,,,,,,,,,,,,,,,
164,0.2552,1.1426,447344080,0.007201,,,,,,,,,,,,,,,,
165,0.1766,1.1003,447344080,0.007187,,,,,,,,,,,,,,,,
166,0.2540,0.8540,447344080,0.007172,,,,,,,,,,,,,,,,
167,0.1000,1.2318,447344080,0.007158,,,,,,,,,,,,,,,,
168,0.2783,1.4397,447344080,0.007144,,,,,,,,,,,,,,,,
169,0.2530,1.2001,447344080,0.007130,,,,,,,,,,,,,,,,
170,0.2239,0.8326,447344080,0.007115,,,,,,,,,,,,,,,,
171,0.2482,1.2249,447344080,0.007101,,,,,,,,,,,,,,,,
172,0.2347,0.9415,447344080,0.007087,,,,,,,,,,,,,,,,
173,0.2352,1.2402,447344080,0.007073,,,,,,,,,,,,,,,,
174,0.2743,1.2480,447344080,0.007059,,,,,,,,,,,,,,,,
175,0.1549,1.0812,447344080,0.007044,,,,,,,,,,,,,,,,
176,0.2956,0.9772,447344080,0.007030,,,,,,,,,,,,,,,,
177,0.2412,0.8609,447344080,0.007016,,,,,,,,,,,,,,,,
178,0.2377,1.0695,447344080,0.007002,,,,,,,,,,,,,,,,
179,0.2753,1.3305,447344080,0.006988,,,,,,,,,,,,,,,,
180,0.2259,1.0943,447344080,0.006974,,,,,,,,,,,,,,,,
181,0.1000,1.0990,447344080,0.006960,,,,,,,,,,,,,,,,
182,0.1000,1.3164,447344080,0.006946,,,,,,,,,,,,,,,,
183,0.2855,0.9066,447344080,0.006932,,,,,,,,,,,,,,,,
184,0.3266,1.1024,447344080,0.006919,,,,,,,,,,,,,,,,
185,0.2669,0.9145,447344080,0.006905,,,,,,,,,,,,,,,,
186,0.1000,0.9791,447344080,0.006891,,,,,,,,,,,,,,,,
187,0.1736,1.1176,447344080,0.006877,,,,,,,,,,,,,,,,
188,0.1864,0.9217,447344080,0.006863,,,,,,,,,,,,,,,,
189,0.1000,0.9548,447344080,0.006850,,,,,,,,,,,,,,,,
190,0.1000,0.9230,447344080,0.006836,,,,,,,,,,,,,,,,
191,0.3372,0.9007,447344080,0.006822,,,,,,,,,,,,,,,,
192,0.1000,1.2913,447344080,0.006809,,,,,,,,,,,,,,,,
193,0.2244,1.1415,447344080,0.006795,,,,,,,,,,,,,,,,
194,0.2015,1.0897,447344080,0.006781,,,,,,,,,,,,,,,,
195,0.2923,1.0878,447344080,0.006768,,,,,,,,,,,,,,,,
196,0.1000,0.9752,447344080,0.006754,,,,,,,,,,,,,,,,
197,0.1000,0.9051,447344080,0.006741,,,,,,,,,,,,,,,,
198,0.1539,0.9288,447344080,0.006727,,,,,,,,,,,,,,,,
199,0.2251,1.0774,447344080,0.006714,,,,,,,,,,,,,,,,
200,0.2801,1.0252,447344080,0.006701,,,,,,,,,,,,,,,,
201,0.2306,1.0031,447344080,0.006687,,,,,,,,,,,,,,,,
202,0.3052,0.9119,447344080,0.006674,,,,,,,,,,,,,,,,
203,0.2279,1.2213,447344080,0.006660,,,,,,,,,,,,,,,,
204,0.2544,0.6862,447344080,0.006647,,,,,,,,,,,,,,,,
205,0.2577,0.8812,447344080,0.006634,,,,,,,,,,,,,,,,
206,0.2747,1.2466,447344080,0.006621,,,,,,,,,,,,,,,,
207,0.1000,0.9807,447344080,0.006607,,,,,,,,,,,,,,,,
208,0.1000,1.0000,447344080,0.006594,,,,,,,,,,,,,,,,
209,0.2336,1.3348,447344080,0.006581,,,,,,,,,,,,,,,,
210,0.3813,0.8456,447344080,0.006568,,,,,,,,,,,,,,,,
211,0.1000,0.9514,447344080,0.006555,,,,,,,,,,,,,,,,
212,0.2779,0.9332,447344080,0.006541,,,,,,,,,,,,,,,,
213,0.2967,0.9888,447344080,0.006528,,,,,,,,,,,,,,,,
214,0.2838,1.0163,447344080,0.006515,,,,,,,,,,,,,,,,
215,0.1342,1.0687,447344080,0.006502,,,,,,,,,,,,,,,,
216,0.3600,0.8549,447344080,0.006489,,,,,,,,,,,,,,,,
217,0.1159,1.0440,447344080,0.006476,,,,,,,,,,,,,,,,
218,0.3336,0.8082,447344080,0.006463,,,,,,,,,,,,,,,,
219,0.2213,0.8736,447344080,0.006450,,,,,,,,,,,,,,,,
220,0.1815,0.8313,447344080,0.006438,,,,,,,,,,,,,,,,
221,0.2315,0.8496,447344080,0.006425,,,,,,,,,,,,,,,,
222,0.1321,0.9619,447344080,0.006412,,,,,,,,,,,,,,,,
223,0.2030,0.7909,447344080,0.006399,,,,,,,,,,,,,,,,
224,0.3135,0.9146,447344080,0.006386,,,,,,,,,,,,,,,,
225,0.3284,0.6913,447344080,0.006373,,,,,,,,,,,,,,,,
226,0.2103,0.8146,447344080,0.006361,,,,,,,,,,,,,,,,
227,0.3467,0.7621,447344080,0.006348,,,,,,,,,,,,,,,,
228,0.1765,0.8482,447344080,0.006335,,,,,,,,,,,,,,,,
229,0.1000,0.7115,447344080,0.006323,,,,,,,,,,,,,,,,
230,0.3033,0.7311,447344080,0.006310,,,,,,,,,,,,,,,,
231,0.2271,0.9236,447344080,0.006297,,,,,,,,,,,,,,,,
232,0.2227,0.7882,447344080,0.006285,,,,,,,,,,,,,,,,
233,0.1422,0.8092,447344080,0.006272,,,,,,,,,,,,,,,,
234,0.3177,0.7732,447344080,0.006260,,,,,,,,,,,,,,,,
235,0.3087,0.7630,447344080,0.006247,,,,,,,,,,,,,,,,
236,0.1540,0.9345,447344080,0.006235,,,,,,,,,,,,,,,,
237,0.2114,1.0809,447344080,0.006222,,,,,,,,,,,,,,,,
238,0.2879,0.8526,447344080,0.006210,,,,,,,,,,,,,,,,
239,0.2010,0.8459,447344080,0.006197,,,,,,,,,,,,,,,,
240,0.1170,1.4402,447344080,0.006185,,,,,,,,,,,,,,,,
241,0.3217,1.0006,447344080,0.006172,,,,,,,,,,,,,,,,
242,0.3172,1.0094,447344080,0.006160,,,,,,,,,,,,,,,,
243,0.3652,1.0630,447344080,0.006148,,,,,,,,,,,,,,,,
244,0.1709,0.8807,447344080,0.006136,,,,,,,,,,,,,,,,
245,0.3572,0.8362,447344080,0.006123,,,,,,,,,,,,,,,,
246,0.2925,0.7354,447344080,0.006111,,,,,,,,,,,,,,,,
247,0.2838,0.7052,447344080,0.006099,,,,,,,,,,,,,,,,
248,0.1000,1.1352,447344080,0.006087,,,,,,,,,,,,,,,,
249,0.1611,0.8382,447344080,0.006074,,,,,,,,,,,,,,,,
250,0.1000,0.9741,447344080,0.006062,,,,,,,,,,,,,,,,
251,0.3463,0.8349,447344080,0.006050,,,,,,,,,,,,,,,,
252,0.2619,0.9794,447344080,0.006038,,,,,,,,,,,,,,,,
253,0.3217,0.8953,447344080,0.006026,,,,,,,,,,,,,,,,
254,0.3003,0.8453,447344080,0.006014,,,,,,,,,,,,,,,,
255,0.4115,1.1807,447344080,0.006002,,,,,,,,,,,,,,,,
256,0.1000,0.8334,447344080,0.005990,,,,,,,,,,,,,,,,
257,0.3533,1.0308,447344080,0.005978,,,,,,,,,,,,,,,,
258,0.3427,0.9544,447344080,0.005966,,,,,,,,,,,,,,,,
259,0.3297,1.0814,447344080,0.005954,,,,,,,,,,,,,,,,
260,0.2618,0.8410,447344080,0.005942,,,,,,,,,,,,,,,,
261,0.2789,1.1734,447344080,0.005930,,,,,,,,,,,,,,,,
262,0.2835,0.7772,447344080,0.005918,,,,,,,,,,,,,,,,
263,0.1000,0.9689,447344080,0.005907,,,,,,,,,,,,,,,,
264,0.2452,0.8386,447344080,0.005895,,,,,,,,,,,,,,,,
265,0.2883,1.0328,447344080,0.005883,,,,,,,,,,,,,,,,
266,0.1000,1.0554,447344080,0.005871,,,,,,,,,,,,,,,,
267,0.3453,0.8715,447344080,0.005859,,,,,,,,,,,,,,,,
268,0.2855,0.8941,447344080,0.005848,,,,,,,,,,,,,,,,
269,0.3730,0.6685,447344080,0.005836,,,,,,,,,,,,,,,,
270,0.3478,0.9184,447344080,0.005824,,,,,,,,,,,,,,,,
271,0.3493,0.8613,447344080,0.005813,,,,,,,,,,,,,,,,
272,0.2857,0.8250,447344080,0.005801,,,,,,,,,,,,,,,,
273,0.1000,0.9193,447344080,0.005789,,,,,,,,,,,,,,,,
274,0.1000,1.0370,447344080,0.005778,,,,,,,,,,,,,,,,
275,0.2995,0.6737,447344080,0.005766,,,,,,,,,,,,,,,,
276,0.2667,0.8406,447344080,0.005755,,,,,,,,,,,,,,,,
277,0.1619,1.1039,447344080,0.005743,,,,,,,,,,,,,,,,
278,0.1317,0.9652,447344080,0.005732,,,,,,,,,,,,,,,,
279,0.3951,0.7241,447344080,0.005720,,,,,,,,,,,,,,,,
280,0.1621,0.8634,447344080,0.005709,,,,,,,,,,,,,,,,
281,0.1000,1.0413,447344080,0.005697,,,,,,,,,,,,,,,,
282,0.3583,0.6890,447344080,0.005686,,,,,,,,,,,,,,,,
283,0.3253,0.8376,447344080,0.005675,,,,,,,,,,,,,,,,
284,0.3653,0.8650,447344080,0.005663,,,,,,,,,,,,,,,,
285,0.3722,0.7079,447344080,0.005652,,,,,,,,,,,,,,,,
286,0.3891,1.2024,447344080,0.005641,,,,,,,,,,,,,,,,
287,0.4357,0.9997,447344080,0.005629,,,,,,,,,,,,,,,,
288,0.3469,0.7327,447344080,0.005618,,,,,,,,,,,,,,,,
289,0.3856,0.8382,447344080,0.005607,,,,,,,,,,,,,,,,
290,0.3336,0.8629,447344080,0.005596,,,,,,,,,,,,,,,,
291,0.3812,0.9502,447344080,0.005585,,,,,,,,,,,,,,,,
292,0.3638,0.7263,447344080,0.005573,,,,,,,,,,,,,,,,
293,0.3882,0.7716,447344080,0.005562,,,,,,,,,,,,,,,,
294,0.1000,0.9689,447344080,0.005551,,,,,,,,,,,,,,,,
295,0.3828,0.6056,447344080,0.005540,,,,,,,,,,,,,,,,
296,0.3412,0.8851,447344080,0.005529,,,,,,,,,,,,,,,,
297,0.4274,0.7500,447344080,0.005518,,,,,,,,,,,,,,,,
298,0.2870,0.6845,447344080,0.005507,,,,,,,,,,,,,,,,
299,0.1000,0.9578,447344080,0.005496,,,,,,,,,,,,,,,,
300,0.2480,0.7377,447344080,0.005485,,,,,,,,,,,,,,,,
301,0.2936,0.7440,447344080,0.005474,,,,,,,,,,,,,,,,
302,0.2662,0.9411,447344080,0.005463,,,,,,,,,,,,,,,,
303,0.1000,0.7440,447344080,0.005452,,,,,,,,,,,,,,,,
304,0.3957,0.9102,447344080,0.005441,,,,,,,,,,,,,,,,
305,0.4277,0.8648,447344080,0.005430,,,,,,,,,,,,,,,,
306,0.3328,0.9864,447344080,0.005419,,,,,,,,,,,,,,,,
307,0.1000,0.6304,447344080,0.005408,,,,,,,,,,,,,,,,
308,0.3877,0.7891,447344080,0.005398,,,,,,,,,,,,,,,,
309,0.3495,0.8486,447344080,0.005387,,,,,,,,,,,,,,,,
310,0.3553,0.9578,447344080,0.005376,,,,,,,,,,,,,,,,
311,0.1000,0.7041,447344080,0.005365,,,,,,,,,,,,,,,,
312,0.1000,1.1730,447344080,0.005355,,,,,,,,,,,,,,,,
313,0.3329,1.0760,447344080,0.005344,,,,,,,,,,,,,,,,
314,0.3403,0.7015,447344080,0.005333,,,,,,,,,,,,,,,,
315,0.3482,0.6269,447344080,0.005323,,,,,,,,,,,,,,,,
316,0.4724,0.8589,447344080,0.005312,,,,,,,,,,,,,,,,
317,0.3107,0.6087,447344080,0.005301,,,,,,,,,,,,,,,,
318,0.3181,0.7178,447344080,0.005291,,,,,,,,,,,,,,,,
319,0.4062,0.6281,447344080,0.005280,,,,,,,,,,,,,,,,
320,0.2785,1.0058,447344080,0.005270,,,,,,,,,,,,,,,,
321,0.3674,0.7518,447344080,0.005259,,,,,,,,,,,,,,,,
322,0.3970,0.6160,447344080,0.005248,,,,,,,,,,,,,,,,
323,0.3730,1.0153,447344080,0.005238,,,,,,,,,,,,,,,,
324,0.3464,0.6838,447344080,0.005228,,,,,,,,,,,,,,,,
325,0.3385,0.7576,447344080,0.005217,,,,,,,,,,,,,,,,
326,0.4461,0.6341,447344080,0.005207,,,,,,,,,,,,,,,,
327,0.4732,1.0425,447344080,0.005196,,,,,,,,,,,,,,,,
328,0.4063,0.8197,447344080,0.005186,,,,,,,,,,,,,,,,
329,0.1000,0.7217,447344080,0.005175,,,,,,,,,,,,,,,,
330,0.4214,0.6773,447344080,0.005165,,,,,,,,,,,,,,,,
331,0.1756,0.7363,447344080,0.005155,,,,,,,,,,,,,,,,
332,0.3959,0.8873,447344080,0.005144,,,,,,,,,,,,,,,,
333,0.3353,0.7373,447344080,0.005134,,,,,,,,,,,,,,,,
334,0.3661,0.7460,447344080,0.005124,,,,,,,,,,,,,,,,
335,0.3844,0.8414,447344080,0.005114,,,,,,,,,,,,,,,,
336,0.4122,0.8216,447344080,0.005103,,,,,,,,,,,,,,,,
337,0.4244,0.7938,447344080,0.005093,,,,,,,,,,,,,,,,
338,0.3298,0.5516,447344080,0.005083,,,,,,,,,,,,,,,,
339,0.2618,0.6367,447344080,0.005073,,,,,,,,,,,,,,,,
340,0.4276,0.8210,447344080,0.005063,,,,,,,,,,,,,,,,
341,0.3681,0.7953,447344080,0.005053,,,,,,,,,,,,,,,,
342,0.4231,0.7794,447344080,0.005042,,,,,,,,,,,,,,,,
343,0.4533,0.7377,447344080,0.005032,,,,,,,,,,,,,,,,
344,0.3328,0.6660,447344080,0.005022,,,,,,,,,,,,,,,,
345,0.3448,0.6590,447344080,0.005012,,,,,,,,,,,,,,,,
346,0.4297,0.5175,447344080,0.005002,,,,,,,,,,,,,,,,
347,0.2360,0.8347,447344080,0.004992,,,,,,,,,,,,,,,,
348,0.3715,0.7856,447344080,0.004982,,,,,,,,,,,,,,,,
349,0.1000,0.7252,447344080,0.004972,,,,,,,,,,,,,,,,
350,0.3682,0.6825,447344080,0.004962,,,,,,,,,,,,,,,,
351,0.4598,0.8689,447344080,0.004952,,,,,,,,,,,,,,,,
352,0.2925,0.8449,447344080,0.004943,,,,,,,,,,,,,,,,
353,0.4060,0.5517,447344080,0.004933,,,,,,,,,,,,,,,,
354,0.3456,0.9140,447344080,0.004923,,,,,,,,,,,,,,,,
355,0.4020,0.6827,447344080,0.004913,,,,,,,,,,,,,,,,
356,0.4236,0.6977,447344080,0.004903,,,,,,,,,,,,,,,,
357,0.4768,0.7187,447344080,0.004893,,,,,,,,,,,,,,,,
358,0.3082,0.9580,447344080,0.004884,,,,,,,,,,,,,,,,
359,0.3070,0.8157,447344080,0.004874,,,,,,,,,,,,,,,,
360,0.4429,0.7308,447344080,0.004864,,,,,,,,,,,,,,,,
361,0.4661,0.7008,447344080,0.004854,,,,,,,,,,,,,,,,
362,0.4887,0.8278,447344080,0.004845,,,,,,,,,,,,,,,,
363,0.4245,0.4943,447344080,0.004835,,,,,,,,,,,,,,,,
364,0.4188,0.7403,447344080,0.004825,,,,,,,,,,,,,,,,
365,0.2100,0.8427,447344080,0.004816,,,,,,,,,,,,,,,,
366,0.3655,0.8048,447344080,0.004806,,,,,,,,,,,,,,,,
367,0.4355,0.6821,447344080,0.004796,,,,,,,,,,,,,,,,
368,0.2940,0.6416,447344080,0.004787,,,,,,,,,,,,,,,,
369,0.4220,0.7927,447344080,0.004777,,,,,,,,,,,,,,,,
370,0.3492,0.6723,447344080,0.004768,,,,,,,,,,,,,,,,
